price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,sqft_living_norm,house_age,age_category
437500.0,3.0,2.5,2320.0,36847.0,2.0,0,2,3,9,2320,0,1992,0,2550,35065,0.17261904761904762,22,Middle-Aged
850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270,800,1910,0,2200,4500,0.15136054421768708,104,Old
555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440,540,1929,0,1610,3478,0.14370748299319727,85,Old
699950.0,3.0,2.25,2190.0,7620.0,2.0,0,0,4,8,2190,0,1983,0,2570,47777,0.16156462585034012,31,Middle-Aged
1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920,0,1950,2010,2370,8113,0.2236394557823129,64,Old
290000.0,3.0,1.0,1210.0,33919.0,1.0,0,0,3,7,1210,0,1954,0,1640,14910,0.07823129251700679,60,Old
375000.0,3.0,2.25,2340.0,10005.0,1.0,0,0,4,8,1460,880,1978,0,2250,8162,0.17431972789115646,37,Middle-Aged
460000.0,3.0,1.0,1920.0,4005.0,1.5,0,0,4,7,1170,500,1939,0,1240,4005,0.13860544217687074,75,Old
188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240,0,1985,0,1270,4966,0.08078231292517006,29,Middle-Aged
680000.0,4.0,2.5,3140.0,28037.0,2.0,0,0,4,10,3140,0,1991,0,2990,35001,0.24234693877551017,24,Middle-Aged
470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030,0,1942,0,2500,9433,0.14795918367346939,72,Old
597750.0,3.0,2.5,2310.0,9624.0,2.0,0,0,3,8,2310,0,1984,0,1940,9636,0.1717687074829932,30,Middle-Aged
570000.0,3.0,1.75,1260.0,7620.0,1.0,0,0,5,6,700,560,1905,0,1380,3536,0.0824829931972789,110,Old
272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160,380,1980,0,1540,11656,0.1062925170068027,34,Middle-Aged
329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080,1000,1971,0,2090,5500,0.15221088435374147,43,Old
480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520,710,2001,0,2640,8517,0.25,13,Middle-Aged
740500.0,3.0,3.5,4380.0,6350.0,2.0,0,0,3,8,2780,1600,1900,1999,1830,6350,0.3477891156462585,114,Old
518500.0,3.0,3.5,1920.0,1102.0,3.0,0,0,3,8,1590,0,2010,0,1620,3166,0.13860544217687074,4,New
205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880,0,1945,0,1190,6780,0.050170068027210885,69,Old
171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570,0,1950,0,1880,9000,0.10884353741496597,65,Old
535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610,0,1925,0,1610,4040,0.11224489795918366,90,Old
660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560,840,1964,0,2340,10856,0.17942176870748297,51,Old
391500.0,3.0,2.0,1450.0,7620.0,1.0,0,0,3,7,1450,0,1987,0,1580,9104,0.09863945578231292,27,Middle-Aged
395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770,0,1953,0,1710,6000,0.040816326530612235,62,Old
445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720,380,1924,0,1850,4400,0.15391156462585032,90,Old
770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910,0,1990,0,2700,13992,0.22278911564625847,24,Middle-Aged
1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980,770,1914,1992,3060,11275,0.20918367346938774,101,Old
445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620,480,1967,0,2660,8712,0.15391156462585032,47,Old
260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360,800,1978,0,2090,8400,0.15901360544217685,36,Middle-Aged
822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720,600,1926,0,1700,4960,0.17261904761904762,88,Old
430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070,0,2004,0,1970,3748,0.15136054421768708,11,Middle-Aged
212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7,1060,0,1986,0,1420,7680,0.06547619047619047,29,Middle-Aged
660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440,570,1986,0,2060,9793,0.14625850340136054,29,Middle-Aged
784000.0,3.0,3.5,3950.0,7620.0,1.5,0,0,3,9,2460,1490,1989,0,2480,88500,0.3112244897959183,25,Middle-Aged
453246.0,3.0,2.5,2010.0,2287.0,2.0,0,0,3,8,1390,620,2014,0,1690,1662,0.14625850340136054,0,New
675000.0,4.0,3.5,2140.0,2278.0,3.0,0,0,3,9,2140,0,2005,0,1540,2285,0.157312925170068,10,New
199000.0,3.0,1.75,1320.0,17390.0,1.0,0,0,4,7,1320,0,1956,0,1550,19265,0.08758503401360543,58,Old
220000.0,4.0,1.75,1920.0,7840.0,1.0,0,0,3,7,1010,1010,1968,0,1750,8140,0.13860544217687074,46,Old
452000.0,4.0,2.25,2590.0,10002.0,1.0,0,0,4,8,1340,1250,1968,0,1550,10436,0.195578231292517,46,Old
382500.0,2.0,1.0,1190.0,4440.0,1.0,0,0,3,6,1190,0,1981,0,1060,5715,0.07653061224489795,33,Middle-Aged
519950.0,3.0,2.25,1170.0,1249.0,3.0,0,0,3,8,1170,0,2014,0,1350,1310,0.07482993197278912,0,New
665000.0,2.0,1.0,1110.0,3200.0,1.0,0,0,3,7,1110,0,1925,0,1170,3600,0.06972789115646258,89,Old
527700.0,5.0,2.5,2820.0,9375.0,1.0,0,0,4,8,1550,1270,1968,0,2820,9375,0.2151360544217687,46,Old
205000.0,3.0,1.0,1610.0,8579.0,1.0,0,0,4,7,1010,600,1962,0,1610,8579,0.11224489795918366,53,Old
420000.0,3.0,1.0,1920.0,7620.0,1.0,0,0,4,7,940,120,1923,0,1560,7940,0.13860544217687074,92,Old
500000.0,4.0,2.25,2030.0,8517.0,1.0,0,0,4,8,1380,650,1961,0,2230,8824,0.14795918367346939,54,Old
921500.0,4.0,2.5,3670.0,315374.0,2.0,0,0,4,9,3670,0,1994,0,2840,87991,0.28741496598639454,20,Middle-Aged
890000.0,4.0,1.0,2550.0,4000.0,2.0,0,0,3,8,2370,180,1905,0,2200,4000,0.1921768707482993,109,Old
430000.0,3.0,2.5,1920.0,7620.0,2.0,0,0,3,7,2420,0,2007,0,1940,193842,0.13860544217687074,7,New
258000.0,5.0,2.0,2260.0,12500.0,1.0,0,0,4,8,1130,1130,1960,0,1360,18000,0.16751700680272108,54,Old
511000.0,3.0,1.0,1430.0,3455.0,1.0,0,0,3,7,980,450,1947,0,1450,4599,0.09693877551020408,67,Old
532170.0,3.0,2.0,1360.0,3090.0,2.0,0,0,3,8,1360,0,1990,0,1500,3090,0.09098639455782312,24,Middle-Aged
560000.0,3.0,1.0,1110.0,5000.0,1.5,0,0,3,7,1110,0,1947,0,1420,5000,0.06972789115646258,68,Old
282950.0,3.0,1.0,1250.0,8200.0,1.0,0,0,4,7,1250,0,1954,0,1680,8633,0.08163265306122448,61,Old
2250000.0,4.0,3.25,5180.0,19850.0,2.0,0,3,3,12,3540,1640,2006,0,3160,9750,0.41581632653061223,9,New
350000.0,1.0,1.0,700.0,5100.0,1.0,0,0,3,7,700,0,1942,0,1010,5100,0.03486394557823129,72,Old
215000.0,3.0,1.0,1180.0,7669.0,1.0,0,0,4,7,1180,0,1967,0,1190,7669,0.07568027210884352,47,Old
650000.0,5.0,3.5,3960.0,25245.0,2.0,0,0,3,9,2500,1460,1996,0,2640,13675,0.3120748299319728,18,Middle-Aged
320000.0,4.0,2.75,2640.0,7500.0,1.0,0,0,3,8,1620,1020,1967,0,1980,7875,0.1998299319727891,47,Old
247000.0,3.0,2.0,1270.0,7620.0,1.5,0,0,3,7,1270,0,1916,2013,1160,7198,0.08333333333333333,98,Old
320000.0,4.0,1.75,1760.0,11180.0,1.0,0,0,4,8,1760,0,1968,0,1730,11180,0.125,46,Old
255000.0,5.0,2.25,2060.0,8632.0,1.0,0,0,3,7,1030,1030,1962,0,1010,11680,0.15051020408163265,52,Old
438000.0,3.0,1.75,1780.0,7620.0,1.0,0,0,3,7,1780,0,1962,0,1200,9660,0.12670068027210885,53,Old
900000.0,3.0,2.5,3400.0,16603.0,2.0,0,0,3,10,3400,0,2000,0,3400,12601,0.26445578231292516,15,Middle-Aged
441000.0,3.0,2.75,1910.0,7280.0,1.0,0,0,3,7,1160,750,1979,0,1710,8152,0.1377551020408163,35,Middle-Aged
420000.0,3.0,2.0,2020.0,7620.0,1.0,0,0,4,7,1010,1010,1975,0,2110,36590,0.14710884353741496,39,Middle-Aged
370000.0,3.0,1.75,1580.0,7000.0,1.0,0,0,3,7,1180,400,1976,0,1640,7500,0.10969387755102039,38,Middle-Aged
269950.0,2.0,1.75,1340.0,7250.0,1.0,0,0,5,5,700,640,1949,0,1830,9750,0.08928571428571427,66,Old
807100.0,4.0,2.25,2680.0,4499.0,2.0,0,0,3,9,2680,0,1999,0,2920,4500,0.20323129251700678,16,Middle-Aged
653000.0,3.0,2.5,2680.0,9750.0,1.0,0,0,4,8,1610,1070,1979,0,2480,8750,0.20323129251700678,35,Middle-Aged
371500.0,3.0,2.0,1370.0,8336.0,1.0,0,0,5,7,1370,0,1964,0,1770,7288,0.09183673469387754,50,Old
284000.0,3.0,1.75,1560.0,21000.0,1.0,0,0,3,7,1560,0,1954,0,1070,7920,0.10799319727891155,61,Old
272000.0,3.0,1.75,2160.0,7140.0,1.0,0,0,4,7,1670,490,1978,0,1930,7350,0.15901360544217685,37,Middle-Aged
313000.0,3.0,1.5,1340.0,7912.0,1.5,0,0,3,7,1340,0,1955,0,1480,7940,0.08928571428571427,59,Old
917500.0,4.0,2.5,3880.0,35003.0,2.0,0,0,3,10,2570,1310,1984,0,3740,35230,0.3052721088435374,31,Middle-Aged
673000.0,4.0,2.25,2590.0,8190.0,2.0,0,0,4,8,2590,0,1980,0,2260,8335,0.195578231292517,34,Middle-Aged
425000.0,3.0,2.25,1120.0,1100.0,2.0,0,0,3,8,820,300,2008,0,1590,1795,0.070578231292517,7,New
399950.0,5.0,2.75,1970.0,5400.0,1.0,0,0,3,7,1320,650,1986,0,1280,2150,0.14285714285714285,28,Middle-Aged
385000.0,3.0,1.0,1220.0,4800.0,1.0,0,0,3,6,1220,0,1901,0,1200,4800,0.07908163265306122,113,Old
269950.0,3.0,1.5,1950.0,7560.0,1.0,0,2,4,7,1320,630,1975,0,1950,8941,0.141156462585034,39,Middle-Aged
330000.0,2.0,1.0,1350.0,8220.0,1.0,0,0,3,7,1060,290,1949,0,1540,8280,0.0901360544217687,66,Old
260000.0,3.0,2.5,1670.0,5797.0,2.0,0,0,3,7,1670,0,1988,0,1670,6183,0.1173469387755102,26,Middle-Aged
470000.0,4.0,3.0,2380.0,5125.0,1.5,0,0,4,7,1680,700,1925,0,1410,5375,0.17772108843537412,90,Old
589000.0,4.0,3.0,2440.0,9600.0,2.0,0,0,5,7,2440,0,1961,0,2290,9600,0.18282312925170066,53,Old
163500.0,2.0,1.5,1920.0,3419.0,2.0,0,0,3,7,1050,0,1996,0,1050,3417,0.13860544217687074,18,Middle-Aged
835000.0,4.0,2.75,3130.0,13412.0,2.0,0,0,3,9,2140,990,1993,0,2260,9984,0.24149659863945577,21,Middle-Aged
1095000.0,5.0,3.0,4090.0,12850.0,1.0,0,2,4,10,2090,2000,1986,0,2540,10270,0.32312925170068024,28,Middle-Aged
269000.0,4.0,2.25,1490.0,10000.0,1.0,0,0,4,8,1100,390,1969,0,2190,8910,0.10204081632653061,46,Old
560000.0,3.0,2.5,1900.0,8744.0,2.0,0,0,3,8,1900,0,1987,0,2030,8744,0.1369047619047619,27,Middle-Aged
615000.0,4.0,1.0,1330.0,2400.0,1.5,0,0,4,6,1330,0,1901,0,1330,4400,0.08843537414965985,114,Old
585188.0,3.0,2.25,2230.0,10026.0,1.0,0,0,3,8,1430,800,1975,0,2230,9340,0.1649659863945578,39,Middle-Aged
305000.0,3.0,1.75,1650.0,9480.0,1.0,0,0,3,7,1220,430,1977,0,1540,8400,0.11564625850340135,37,Middle-Aged
166950.0,3.0,1.0,1190.0,8820.0,1.0,0,0,3,6,1190,0,1959,0,1230,7980,0.07653061224489795,55,Old
799000.0,3.0,2.5,2140.0,9897.0,1.0,0,0,4,8,2140,0,1959,0,2680,10083,0.157312925170068,55,Old
400000.0,3.0,2.5,2180.0,7508.0,1.0,0,0,4,7,1420,760,1962,0,1900,7818,0.1607142857142857,52,Old
230000.0,3.0,1.0,1060.0,10228.0,1.0,0,0,3,7,1060,0,1948,0,1570,10228,0.06547619047619047,66,Old
256883.0,3.0,2.5,1690.0,5025.0,2.0,0,0,3,8,1690,0,2003,0,2550,5001,0.11904761904761904,11,Middle-Aged
423000.0,3.0,2.0,1970.0,6480.0,1.5,0,0,5,7,1130,840,1920,0,1500,6480,0.14285714285714285,94,Old
465000.0,3.0,2.5,2150.0,4084.0,2.0,0,0,3,8,2150,0,2007,0,1750,2385,0.15816326530612243,7,New
440000.0,3.0,2.5,1910.0,66211.0,2.0,0,0,3,7,1910,0,1997,0,2330,67268,0.1377551020408163,18,Middle-Aged
385000.0,3.0,1.75,1350.0,155073.0,1.0,0,0,4,7,1350,0,1969,0,1560,50965,0.0901360544217687,45,Old
210000.0,3.0,1.0,860.0,11725.0,1.0,0,0,4,6,860,0,1943,0,1300,9514,0.04846938775510204,72,Old
297000.0,3.0,2.5,1940.0,14952.0,2.0,0,0,3,8,1940,0,1994,0,2030,10450,0.14030612244897958,20,Middle-Aged
470000.0,3.0,1.0,1010.0,5000.0,1.0,0,0,3,7,1010,0,1952,0,1680,5000,0.061224489795918366,62,Old
226500.0,3.0,1.5,1300.0,7370.0,1.0,0,0,4,7,900,400,1976,0,1430,7500,0.0858843537414966,38,Middle-Aged
274250.0,3.0,1.0,910.0,8450.0,1.0,0,0,4,6,910,0,1962,0,1400,8040,0.05272108843537414,53,Old
840000.0,4.0,1.75,2480.0,11010.0,1.0,0,0,4,9,1630,850,1966,0,2770,10744,0.18622448979591835,48,Old
677900.0,3.0,2.5,2440.0,4587.0,2.0,0,0,3,8,2440,0,2010,0,2750,4587,0.18282312925170066,4,New
425000.0,3.0,1.0,1010.0,5864.0,1.0,0,0,3,7,1010,0,1915,0,1290,5000,0.061224489795918366,100,Old
